NIK,NIK_valid,biometric_flag,age,gender,provider_id,diagnosis_code,procedure_code,num_diagnoses,num_procedures,length_of_stay,total_claim_amount,service_date,claim_date,verification_method,tarif_standar_diagnosis,diagnosis_cost_ratio
8718965530463553,1,0,24,F,RS005,K29.7,45.16,1,2,1,5646525,2024-01-20,2024-06-15,manual,1700000,3.321485294117647
7824943251185450,1,1,41,M,RS004,Z00.0,93.99,2,4,0,8772134,2024-02-12,2024-06-15,manual,700000,12.53162
8279168672847257,0,1,5,M,RS009,R10.4,45.23,3,4,0,4157970,2024-02-10,2024-06-15,auto,1200000,3.464975
6022652431743594,1,1,81,M,RS005,H25.9,13.4,3,2,0,7170015,2024-05-24,2024-06-17,auto,7500000,0.956002
1033940533737177,1,1,47,M,RS010,E11,99.10,3,2,0,7105824,2024-06-13,2024-06-17,manual,2500000,2.8423296
8244743543069125,1,1,48,F,RS002,I10,99.04,1,3,2,7007790,2024-06-11,2024-06-17,manual,2000000,3.503895
7006475652516925,1,1,27,F,RS010,K21.0,45.16,2,1,0,5387399,2024-01-02,2024-06-17,auto,1400000,3.8481421428571427
3671485102522417,1,1,76,F,RS008,R10.4,87.09,1,1,0,4245446,2024-01-15,2024-06-17,manual,1200000,3.5378716666666667
9601782874278555,1,1,87,M,RS009,J18.9,96.04,2,3,1,7452643,2024-03-05,2024-06-17,auto,4200000,1.7744388095238095
9574164019195810,0,1,89,F,RS004,K29.7,45.16,3,2,1,1349902,2024-06-10,2024-06-18,auto,1700000,0.79406
2095170039431707,0,1,71,M,RS001,K29.7,45.16,3,1,0,1833598,2024-04-27,2024-06-18,auto,1700000,1.0785870588235293
9199474680587550,1,1,42,F,RS002,J18.9,96.04,1,2,1,2640022,2024-02-28,2024-06-18,manual,4200000,0.6285766666666667
6555118089289008,0,1,30,M,RS005,I25.1,36.15,2,4,1,5030404,2024-01-13,2024-06-20,manual,5000000,1.0060808
1277710361889920,1,0,53,M,RS007,Z03.8,93.91,1,2,0,4945844,2024-02-06,2024-06-20,auto,1200000,4.121536666666667
0869872944635375,1,1,73,F,RS006,I10,99.04,1,3,6,9051119,2024-05-06,2024-06-20,auto,2000000,4.5255595
1932837844152572,1,1,80,M,RS001,A09,45.23,3,2,0,6953475,2024-01-25,2024-06-20,manual,1300000,5.348826923076923
6012933554839561,1,0,88,F,RS010,I10,99.04,1,1,2,4356427,2024-02-05,2024-06-20,manual,2000000,2.1782135
1277710361889920,1,0,53,M,RS007,Z03.8,93.91,1,1,0,2292059,2024-02-19,2024-06-20,auto,1200000,1.9100491666666666
9311239288418364,1,1,42,M,RS006,O80,72.0,3,2,3,5318659,2024-05-17,2024-06-20,auto,3500000,1.5196168571428572
6482197167666239,1,1,34,M,RS003,J18.9,96.04,1,1,0,4885994,2024-01-24,2024-06-20,manual,4200000,1.1633319047619048
0284110343520637,1,1,83,F,RS009,Z00.0,93.99,3,3,0,6764106,2024-01-12,2024-06-20,manual,700000,9.663008571428572
9700087099945195,1,0,12,M,RS001,J00,93.9,1,1,0,4382472,2024-06-05,2024-06-20,manual,500000,8.764944
0397132073198070,1,1,6,M,RS009,E11,99.10,1,1,0,8990843,2024-03-02,2024-06-21,auto,2500000,3.5963372
0026950361518025,1,0,74,M,RS008,Z03.8,93.91,2,4,0,7970962,2024-05-16,2024-06-21,auto,1200000,6.642468333333333
7032311513807658,0,1,55,M,RS004,J00,93.9,1,1,0,6440774,2024-02-28,2024-06-21,manual,500000,12.881548
0140430681574890,1,1,44,M,RS006,O80,72.0,3,1,2,4289322,2024-04-18,2024-06-21,manual,3500000,1.2255205714285715
7052178650490800,1,1,17,F,RS003,J18.9,96.04,2,3,0,1383283,2024-04-06,2024-06-22,manual,4200000,0.32935309523809525
0624647003540733,1,0,69,F,RS002,E66.9,99.28,1,2,1,2621629,2024-04-30,2024-06-22,manual,1000000,2.621629
7543249735035842,1,0,52,F,RS008,J45.9,93.96,1,2,0,556988,2024-03-06,2024-06-24,manual,2300000,0.24216869565217392
7182473329903077,1,1,18,M,RS002,N39.0,57.94,2,1,0,1576775,2024-02-02,2024-06-24,auto,2200000,0.7167159090909091
1815559531523603,1,1,57,F,RS006,E66.9,99.28,2,2,2,6263396,2024-02-02,2024-06-24,auto,1000000,6.263396
7690027297350589,1,1,62,F,RS009,E11,99.10,2,2,4,5815307,2024-01-02,2024-06-24,manual,2500000,2.3261228
7592529427228462,0,0,22,M,RS004,I25.1,36.15,3,3,3,9644712,2024-01-16,2024-06-24,manual,5000000,1.9289424
9240270630048667,1,0,39,M,RS001,R50.9,99.19,2,3,0,7260013,2024-05-07,2024-06-25,auto,1000000,7.260013
5343769046245881,1,1,80,F,RS001,J18.9,96.04,3,1,1,4287279,2024-05-18,2024-06-26,auto,4200000,1.0207807142857144
6197252577583510,1,1,74,F,RS001,I25.1,99.24,3,1,2,5859675,2024-04-18,2024-06-26,manual,5000000,1.171935
2727632677892605,1,1,84,F,RS006,I10,99.04,1,3,3,1109700,2024-04-30,2024-06-27,manual,2000000,0.55485
9355936997744368,1,1,36,F,RS005,Z34.0,73.0,2,4,1,1253868,2024-06-03,2024-06-27,manual,800000,1.567335
4894790397487634,1,1,5,F,RS003,Z34.0,73.0,1,1,1,1970226,2024-06-18,2024-06-28,auto,800000,2.4627825
8420807372907986,0,1,37,F,RS009,H25.9,13.4,3,2,0,2586483,2024-06-21,2024-06-28,auto,7500000,0.3448644
0858583419393429,1,0,31,M,RS006,A09,45.23,3,4,3,991749,2024-03-23,2024-06-29,auto,1300000,0.7628838461538462
8018675692363227,0,1,37,M,RS001,N39.0,57.98,1,1,2,6747312,2024-05-17,2024-06-29,manual,2200000,3.06696
3381380723898842,1,0,25,M,RS006,E11,99.10,2,1,4,3710589,2024-01-11,2024-06-29,manual,2500000,1.4842356
4780248338263618,1,1,1,F,RS009,J00,93.9,2,2,0,9575705,2024-03-29,2024-06-29,auto,500000,19.15141
5057408363979261,1,1,14,F,RS010,E11,99.10,1,1,0,1499635,2024-01-15,2024-07-01,auto,2500000,0.599854
1798148529728394,1,1,61,F,RS006,K29.7,45.16,3,3,0,4223589,2024-03-02,2024-07-01,auto,1700000,2.4844641176470588
7221577534889569,1,1,19,M,RS003,H25.9,13.1,2,3,0,9036610,2024-01-02,2024-07-01,auto,7500000,1.2048813333333332
9321573699244178,1,1,3,M,RS002,Z34.0,73.0,3,4,2,9460035,2024-02-20,2024-07-01,manual,800000,11.82504375
3036575324379062,0,1,26,M,RS007,Z03.8,93.91,1,2,0,964144,2024-05-18,2024-07-02,manual,1200000,0.8034533333333334
1284714726951048,1,1,22,M,RS002,A09,45.23,1,3,1,7453527,2024-05-24,2024-07-02,auto,1300000,5.733482307692308
5652778936888672,1,0,79,M,RS004,Z34.0,73.0,3,2,2,5876409,2024-02-08,2024-07-02,auto,800000,7.34551125
1920995916802177,1,1,21,M,RS007,Z03.8,93.91,1,2,0,611926,2024-02-08,2024-07-02,auto,1200000,0.5099383333333334
2066691137652819,1,1,16,M,RS003,K29.7,45.16,1,4,2,4242670,2024-05-23,2024-07-02,auto,1700000,2.4956882352941174
8350970383751336,1,1,89,F,RS008,I25.1,36.15,1,2,3,9697880,2024-05-22,2024-07-02,manual,5000000,1.939576
8084434077737782,1,1,26,M,RS004,H25.9,13.5,3,3,0,1978406,2024-04-20,2024-07-03,auto,7500000,0.2637874666666667
5877249790353847,1,1,35,F,RS007,A09,45.23,1,3,0,1944136,2024-02-13,2024-07-03,manual,1300000,1.4954892307692307
8890458572613811,0,1,44,F,RS001,J00,93.9,3,4,1,8371418,2024-05-21,2024-07-04,manual,500000,16.742836
1520714846199201,0,1,77,F,RS007,J00,93.9,2,3,3,2109284,2024-02-06,2024-07-04,auto,500000,4.218568
4657195907441934,0,1,90,F,RS008,N39.0,57.98,1,2,2,6974343,2024-02-03,2024-07-04,auto,2200000,3.170155909090909
2381821715702997,1,1,23,F,RS003,K21.0,45.16,2,4,2,9050332,2024-02-09,2024-07-04,auto,1400000,6.464522857142857
6215083829932378,0,1,1,F,RS003,R10.4,87.09,3,4,0,8172399,2024-02-28,2024-07-04,manual,1200000,6.8103325
0511909183562140,1,1,73,M,RS010,R10.4,45.23,2,1,0,6115843,2024-02-17,2024-07-05,auto,1200000,5.096535833333333
7550732462033842,1,1,30,M,RS006,N39.0,57.98,1,1,0,9843810,2024-01-11,2024-07-05,manual,2200000,4.474459090909091
1033940533737177,1,1,47,M,RS010,R50.9,99.19,3,2,0,4686588,2024-01-22,2024-07-05,manual,1000000,4.686588
2876152208513884,1,1,24,F,RS003,I10,99.04,2,4,3,6248562,2024-02-21,2024-07-05,manual,2000000,3.124281
8519553497021572,1,1,72,M,RS002,A09,45.23,2,3,0,5840847,2024-06-07,2024-07-06,manual,1300000,4.492959230769231
4464407472945663,1,1,5,F,RS009,N39.0,57.98,3,2,1,8912874,2024-05-21,2024-07-06,manual,2200000,4.051306363636364
9993489999620770,1,0,60,M,RS002,K21.0,45.16,1,3,0,6007506,2024-03-05,2024-07-06,manual,1400000,4.291075714285714
6294636969505306,1,1,47,F,RS007,A09,45.23,1,4,0,1818366,2024-06-06,2024-07-06,manual,1300000,1.3987430769230769
8639034750764760,1,0,11,F,RS005,J00,93.9,3,1,3,2587417,2024-07-03,2024-07-06,manual,500000,5.174834
3975242147979573,1,1,74,M,RS005,E66.9,99.28,3,4,1,3201002,2024-04-09,2024-07-08,manual,1000000,3.201002
7445330151229645,1,1,56,M,RS009,R50.9,99.19,2,4,0,9681650,2024-04-15,2024-07-08,auto,1000000,9.68165
2849295304957500,1,1,47,F,RS008,A09,45.23,3,2,1,3811844,2024-05-21,2024-07-08,auto,1300000,2.9321876923076924
0777186281397697,1,1,33,M,RS001,A09,45.23,3,2,1,6820689,2024-07-02,2024-07-08,manual,1300000,5.2466838461538465
5826704353014090,1,1,84,M,RS004,N39.0,57.94,3,1,2,7345451,2024-05-18,2024-07-08,auto,2200000,3.3388413636363636
6675448419592919,0,1,87,F,RS008,Z00.0,93.99,2,2,0,5402492,2024-02-19,2024-07-09,auto,700000,7.717845714285715
4333693941290091,1,0,52,M,RS006,I25.1,99.24,2,2,4,9449912,2024-06-11,2024-07-09,auto,5000000,1.8899824
0731313064084018,1,1,45,F,RS005,K29.7,45.16,2,2,0,5160748,2024-04-18,2024-07-09,manual,1700000,3.035734117647059
2373856542486538,0,1,57,M,RS009,J00,93.9,1,1,3,7774006,2024-01-06,2024-07-09,manual,500000,15.548012
0837377191805336,1,1,83,M,RS009,Z03.8,93.91,2,1,0,6338420,2024-05-13,2024-07-09,auto,1200000,5.282016666666666
5634064561607386,0,1,21,M,RS001,K21.0,45.16,2,4,4,7610875,2024-04-15,2024-07-09,manual,1400000,5.436339285714285
8274173017715274,1,1,71,M,RS007,Z00.0,93.99,1,2,0,5915452,2024-04-11,2024-07-09,auto,700000,8.450645714285715
4613627972702577,0,1,65,F,RS003,J00,93.9,1,2,0,9782096,2024-06-04,2024-07-10,auto,500000,19.564192
2988416978253776,1,0,66,M,RS007,N39.0,57.98,2,3,0,4054756,2024-04-09,2024-07-10,manual,2200000,1.843070909090909
5429646830831602,0,1,75,F,RS009,O80,72.0,3,3,3,8449096,2024-03-09,2024-07-10,manual,3500000,2.4140274285714285
8858142305852110,1,1,52,M,RS005,R10.4,45.23,2,4,0,9369027,2024-05-14,2024-07-10,manual,1200000,7.8075225
7886983865318938,1,1,70,M,RS008,J18.9,93.94,2,2,0,9451674,2024-05-29,2024-07-10,manual,4200000,2.2503985714285712
2693409025539426,1,1,44,F,RS004,R10.4,45.23,2,1,0,2042542,2024-01-08,2024-07-10,manual,1200000,1.7021183333333334
5780077446410753,1,1,67,M,RS002,J18.9,93.94,3,3,0,1882989,2024-01-17,2024-07-10,manual,4200000,0.4483307142857143
0738732715696048,1,1,25,M,RS005,N39.0,57.98,3,4,0,8672163,2024-06-13,2024-07-11,auto,2200000,3.941892272727273
2691967737658266,0,1,12,M,RS002,O80,72.0,3,1,1,3111538,2024-06-14,2024-07-11,auto,3500000,0.8890108571428571
7207549938730121,0,1,55,M,RS009,K29.7,45.16,1,4,4,1333030,2024-06-01,2024-07-11,auto,1700000,0.784135294117647
3527551743552484,1,1,81,F,RS008,Z03.8,93.91,3,4,0,6690266,2024-05-17,2024-07-11,auto,1200000,5.575221666666667
1272299353224635,1,1,62,F,RS009,A09,45.23,1,3,3,8575559,2024-01-09,2024-07-11,auto,1300000,6.596583846153846
0700240324666181,1,1,71,F,RS009,A09,45.23,1,4,2,1778811,2024-02-15,2024-07-12,manual,1300000,1.368316153846154
8673881653325308,0,1,25,F,RS008,J00,93.9,3,2,0,3381680,2024-06-22,2024-07-12,auto,500000,6.76336
3840187582612808,1,0,16,F,RS007,K29.7,45.16,2,1,1,1546651,2024-03-16,2024-07-12,manual,1700000,0.9097947058823529
0469014998071474,1,1,29,F,RS008,I25.1,36.15,2,1,2,8835701,2024-05-07,2024-07-12,auto,5000000,1.7671402
4740569431901294,1,1,17,F,RS003,N39.0,57.98,1,2,2,7991819,2024-06-18,2024-07-12,auto,2200000,3.632645
7984732877511492,0,1,69,F,RS010,Z03.8,93.91,2,3,0,7686630,2024-02-14,2024-07-12,manual,1200000,6.405525
5712990863481630,1,1,44,M,RS003,Z03.8,93.91,2,4,0,6072401,2024-02-15,2024-07-12,manual,1200000,5.060334166666666
1768503421839011,1,1,86,F,RS007,A09,45.23,1,2,0,2664978,2024-03-30,2024-07-12,manual,1300000,2.049983076923077
6184082623055333,0,1,42,M,RS006,O80,72.0,1,3,2,9296701,2024-05-11,2024-07-13,manual,3500000,2.6562002857142857
9781273842889154,1,1,77,M,RS009,Z34.0,73.0,2,3,2,8483556,2024-05-21,2024-07-13,auto,800000,10.604445
1472575203573525,1,1,9,M,RS009,J45.9,93.96,1,3,0,4647840,2024-02-13,2024-07-13,manual,2300000,2.0208
9348377310065652,1,1,4,F,RS010,Z34.0,73.0,1,1,4,2978281,2024-02-27,2024-07-13,auto,800000,3.72285125
9679841648167002,1,1,59,M,RS007,Z00.0,93.99,3,2,0,7159897,2024-05-23,2024-07-15,auto,700000,10.228424285714286
3893037865770408,1,1,8,F,RS007,Z00.0,93.99,2,3,0,5644233,2024-06-18,2024-07-15,manual,700000,8.06319
9978096339206956,1,1,58,M,RS008,I25.1,99.24,3,4,3,8442035,2024-03-20,2024-07-16,auto,5000000,1.688407
1063028849030234,1,1,89,F,RS001,Z00.0,93.99,2,3,0,1380651,2024-05-24,2024-07-16,manual,700000,1.9723585714285714
7034328662713428,1,1,46,M,RS002,Z00.0,93.99,1,1,1,9676508,2024-01-04,2024-07-17,auto,700000,13.823582857142856
8078806926248836,1,1,78,F,RS006,E11,99.10,2,1,2,6187335,2024-03-19,2024-07-17,auto,2500000,2.474934
7617869097768139,1,1,50,M,RS002,Z00.0,93.99,2,1,0,5348792,2024-01-08,2024-07-17,manual,700000,7.641131428571429
8831120919280719,0,1,72,F,RS004,I25.1,99.24,3,4,3,3720479,2024-05-01,2024-07-18,manual,5000000,0.7440958
5445263605743361,1,0,89,M,RS006,J18.9,93.94,3,2,1,7698286,2024-02-20,2024-07-18,manual,4200000,1.832925238095238
3931689555239606,1,0,2,M,RS009,J18.9,96.04,3,3,0,8717869,2024-04-05,2024-07-18,manual,4200000,2.0756830952380954
3617481897877767,0,1,1,M,RS005,I25.1,36.15,3,2,3,6253115,2024-05-03,2024-07-19,manual,5000000,1.250623
2286025430307373,1,0,61,F,RS009,J45.9,93.96,2,4,1,4091092,2024-04-16,2024-07-19,manual,2300000,1.778735652173913
3303275983419441,1,1,58,M,RS002,A09,45.23,2,3,2,1722828,2024-02-07,2024-07-20,manual,1300000,1.3252523076923077
8279168672847257,0,1,5,M,RS009,Z03.8,93.91,3,4,0,3674879,2024-06-15,2024-07-20,auto,1200000,3.062399166666667
8074272655952659,0,1,52,M,RS003,E11,99.10,3,2,1,7472653,2024-01-02,2024-07-20,auto,2500000,2.9890612
4281208182104094,1,1,47,F,RS003,R10.4,45.23,1,3,0,1567927,2024-03-21,2024-07-20,manual,1200000,1.3066058333333332
9977956565515420,1,1,64,F,RS001,J00,93.9,1,3,1,4247256,2024-06-19,2024-07-22,auto,500000,8.494512
2074782046773564,1,0,5,M,RS001,J00,93.9,3,2,0,8634092,2024-03-07,2024-07-22,manual,500000,17.268184
1505327285243202,0,0,15,F,RS004,I10,99.04,1,1,4,8575321,2024-05-03,2024-07-22,manual,2000000,4.2876605
9512583533637524,1,1,22,F,RS002,O80,72.0,2,2,2,5813770,2024-07-06,2024-07-22,manual,3500000,1.661077142857143
1505327285243202,0,0,15,F,RS004,I10,99.04,2,1,3,8921373,2024-02-09,2024-07-22,manual,2000000,4.4606865
5585057886922438,0,1,67,F,RS001,J45.9,93.96,3,3,1,6846075,2024-02-22,2024-07-23,auto,2300000,2.9765543478260867
6462835810267016,1,1,27,M,RS004,O80,72.0,1,1,2,1358380,2024-02-10,2024-07-23,manual,3500000,0.3881085714285714
4153907345070056,1,1,78,M,RS006,Z00.0,93.99,1,3,1,3955157,2024-02-16,2024-07-23,auto,700000,5.650224285714286
9494696438329031,0,1,76,F,RS010,O80,72.0,2,2,2,2237022,2024-01-16,2024-07-24,auto,3500000,0.6391491428571429
1413384681675581,1,1,90,F,RS001,J18.9,93.94,3,3,0,5579130,2024-05-13,2024-07-24,auto,4200000,1.3283642857142857
6420984215886340,0,1,87,M,RS008,M54.5,93.39,1,1,1,517828,2024-04-30,2024-07-24,manual,1800000,0.28768222222222223
2326733573230621,0,0,84,F,RS001,K29.7,45.16,1,4,0,9671213,2024-03-07,2024-07-24,manual,1700000,5.688948823529412
7017525309747504,0,0,37,M,RS002,J00,93.9,2,4,0,8854313,2024-03-28,2024-07-24,manual,500000,17.708626
0612598515468775,1,1,19,M,RS001,Z34.0,73.0,3,1,1,8756926,2024-05-17,2024-07-25,auto,800000,10.9461575
7236719618056497,1,1,13,M,RS006,I10,99.04,3,3,4,1289128,2024-02-15,2024-07-25,auto,2000000,0.644564
8571711790200830,1,1,50,F,RS002,O80,72.0,2,2,2,2967885,2024-04-26,2024-07-25,manual,3500000,0.8479671428571428
5426793851201163,1,0,4,M,RS006,J00,93.9,1,1,3,1348251,2024-05-02,2024-07-25,auto,500000,2.696502
0946926151940278,1,1,19,F,RS004,I10,99.04,2,2,0,451448,2024-05-20,2024-07-25,auto,2000000,0.225724
1529754249124832,0,1,27,M,RS009,Z34.0,73.0,3,4,3,3559549,2024-01-29,2024-07-25,auto,800000,4.44943625
0528932693488928,1,0,77,F,RS004,J18.9,96.04,2,4,0,965614,2024-01-27,2024-07-26,auto,4200000,0.22990809523809524
9506504402505007,1,0,62,F,RS003,K29.7,45.16,3,4,0,9805024,2024-03-11,2024-07-26,auto,1700000,5.767661176470588
8565032210064819,1,1,36,F,RS005,M54.5,93.39,1,2,1,1281660,2024-02-27,2024-07-26,auto,1800000,0.7120333333333333
2199556722624474,1,1,90,F,RS008,Z03.8,93.91,3,2,0,3599064,2024-07-23,2024-07-26,auto,1200000,2.99922
9681365391342537,1,1,87,F,RS009,N39.0,57.98,2,1,0,5199333,2024-04-08,2024-07-26,auto,2200000,2.3633331818181817
0615307926722045,0,0,70,F,RS006,R50.9,99.19,3,1,0,2221717,2024-04-01,2024-07-26,manual,1000000,2.221717
2913539596413669,1,0,61,M,RS002,I25.1,36.15,3,1,2,8002428,2024-01-05,2024-07-26,manual,5000000,1.6004856
2646930161489450,0,1,67,M,RS009,H25.9,13.5,2,3,0,8522076,2024-02-29,2024-07-26,auto,7500000,1.1362768
5018876619281607,1,1,21,M,RS005,I25.1,99.24,2,1,0,1898519,2024-07-24,2024-07-26,auto,5000000,0.3797038
9544822182508197,1,0,2,M,RS002,H25.9,13.5,1,3,0,8259672,2024-06-06,2024-07-26,auto,7500000,1.1012896
7777231551141194,1,0,71,F,RS009,I10,99.04,1,3,3,4776785,2024-02-27,2024-07-27,auto,2000000,2.3883925
7573640965017018,1,1,86,M,RS005,J00,93.9,1,3,1,7387380,2024-01-25,2024-07-27,auto,500000,14.77476
4909631322313034,1,1,42,M,RS006,Z00.0,93.99,3,4,0,4943982,2024-06-24,2024-07-27,manual,700000,7.062831428571428
5455179536258516,1,1,40,F,RS010,E11,99.10,2,4,0,8276726,2024-01-24,2024-07-29,auto,2500000,3.3106904
8527376827290918,1,1,43,F,RS005,N39.0,57.94,2,4,1,1503621,2024-01-29,2024-07-29,auto,2200000,0.6834640909090909
0717704436007496,1,0,67,M,RS006,E11,99.10,1,3,1,4641504,2024-04-26,2024-07-29,auto,2500000,1.8566016
0972776666783297,1,1,59,M,RS010,O80,72.0,2,4,2,2016408,2024-04-11,2024-07-29,manual,3500000,0.5761165714285714
6455805154229264,0,1,66,M,RS003,R10.4,45.23,2,1,0,5128890,2024-06-20,2024-07-29,manual,1200000,4.274075
0270780469986356,0,1,31,M,RS005,E66.9,99.28,2,3,1,9252591,2024-06-28,2024-07-29,manual,1000000,9.252591
6697281077434688,1,0,44,M,RS008,J18.9,96.04,1,1,2,3055039,2024-06-07,2024-07-29,manual,4200000,0.7273902380952381
7592529427228462,0,0,22,M,RS004,I25.1,36.15,2,4,5,5128076,2024-05-31,2024-07-30,manual,5000000,1.0256152
9357512784816124,0,1,58,F,RS010,H25.9,13.4,1,1,0,2626218,2024-07-13,2024-07-30,auto,7500000,0.3501624
4282157632154773,1,1,79,F,RS006,A09,45.23,3,2,0,4296296,2024-05-01,2024-07-31,auto,1300000,3.3048430769230768
4924563452745917,1,0,76,F,RS007,E66.9,99.28,2,2,2,6430345,2024-02-24,2024-07-31,auto,1000000,6.430345
6430366032080682,1,1,73,F,RS007,J45.9,93.96,3,2,0,3236206,2024-01-29,2024-07-31,manual,2300000,1.4070460869565218
2673426467034379,1,0,37,M,RS001,Z34.0,73.0,1,4,2,9858255,2024-07-23,2024-07-31,manual,800000,12.32281875
4464407472945663,1,1,5,F,RS002,Z00.0,93.99,2,4,0,5897897,2024-01-04,2024-07-31,auto,700000,8.425567142857142
7261573962287152,1,0,28,M,RS001,Z03.8,93.91,3,3,0,5757614,2024-05-10,2024-07-31,auto,1200000,4.798011666666667
5124039520614457,1,1,39,F,RS005,O80,72.0,1,1,4,4316277,2024-05-10,2024-07-31,manual,3500000,1.233222
6697322318801868,1,1,6,M,RS009,Z03.8,93.91,3,3,0,486637,2024-04-27,2024-07-31,auto,1200000,0.40553083333333334
0158332536779803,1,1,73,F,RS002,E66.9,99.28,3,1,3,6661542,2024-06-08,2024-07-31,auto,1000000,6.661542
1969243615292712,1,1,39,M,RS009,E11,99.10,3,4,0,9308446,2024-04-18,2024-08-01,auto,2500000,3.7233784
7628644069309895,1,1,56,M,RS006,I10,99.04,1,3,3,4398367,2024-06-05,2024-08-01,auto,2000000,2.1991835
0820915394333076,1,1,13,M,RS008,I10,99.04,2,1,2,691930,2024-03-01,2024-08-01,manual,2000000,0.345965
7056707931595140,1,1,70,M,RS006,K29.7,45.16,2,2,3,1132595,2024-03-13,2024-08-01,manual,1700000,0.6662323529411764
4727826253056129,0,0,38,M,RS010,Z00.0,93.99,3,3,0,5793074,2024-06-26,2024-08-02,auto,700000,8.27582
4088508809780018,1,1,1,F,RS004,A09,45.23,1,4,4,3418492,2024-07-05,2024-08-02,auto,1300000,2.6296092307692307
2693409025539426,1,1,44,F,RS004,R10.4,87.09,1,4,0,2361519,2024-03-07,2024-08-02,manual,1200000,1.9679325
7681562024027711,0,0,90,F,RS009,N39.0,57.94,1,2,4,8127056,2024-07-27,2024-08-03,auto,2200000,3.6941163636363634
3739503434046182,0,1,88,F,RS009,K29.7,45.16,2,3,0,3342987,2024-05-17,2024-08-03,auto,1700000,1.9664629411764707
9214532694438167,1,0,18,M,RS009,E66.9,99.28,3,4,3,5230709,2024-01-09,2024-08-03,auto,1000000,5.230709
4583549720373922,1,1,53,M,RS006,K29.7,45.16,3,4,2,828271,2024-01-23,2024-08-03,manual,1700000,0.4872182352941177
9715266132428261,1,1,62,M,RS009,O80,72.0,1,4,3,3685971,2024-03-08,2024-08-05,auto,3500000,1.0531345714285714
9214532694438167,1,0,18,M,RS009,E66.9,99.28,1,3,3,8812813,2024-07-22,2024-08-05,auto,1000000,8.812813
2858522158951699,0,1,12,M,RS008,Z00.0,93.99,2,4,0,2350415,2024-02-03,2024-08-05,manual,700000,3.3577357142857145
3327615954845661,1,1,14,M,RS004,E11,99.10,1,4,4,8909858,2024-03-11,2024-08-05,auto,2500000,3.5639432
1289414060437165,1,1,33,M,RS004,A09,45.23,2,4,3,3451312,2024-01-10,2024-08-05,manual,1300000,2.6548553846153844
1505840257036345,1,1,34,F,RS002,K21.0,45.16,3,4,1,8319794,2024-05-03,2024-08-06,manual,1400000,5.94271
1927186885164968,0,1,38,F,RS008,I10,99.04,1,2,3,2616476,2024-05-17,2024-08-06,auto,2000000,1.308238
8696680844324872,1,1,41,M,RS007,K29.7,45.16,3,1,0,8721695,2024-04-08,2024-08-06,auto,1700000,5.130408823529412
9415904837885328,1,0,27,F,RS010,E66.9,99.28,3,3,2,8025358,2024-07-05,2024-08-06,manual,1000000,8.025358
0946926151940278,1,1,19,F,RS004,I25.1,36.15,1,1,4,9581275,2024-07-16,2024-08-06,auto,5000000,1.916255
9010037710673769,1,1,48,F,RS002,J00,93.9,1,4,1,1497740,2024-04-03,2024-08-06,auto,500000,2.99548
1798236253049940,1,1,80,F,RS002,A09,45.23,3,3,2,8154504,2024-06-14,2024-08-06,auto,1300000,6.272695384615385
5877249790353847,1,1,35,F,RS007,K21.0,45.16,2,1,0,582487,2024-02-06,2024-08-07,auto,1400000,0.4160621428571429
7856009475027780,1,1,30,F,RS008,Z03.8,93.91,2,3,1,9253597,2024-07-12,2024-08-07,manual,1200000,7.711330833333333
3736191394795173,1,1,67,M,RS002,E66.9,99.28,1,2,1,7548860,2024-07-05,2024-08-07,manual,1000000,7.54886
1921389090047487,1,1,41,F,RS009,Z34.0,73.0,2,4,2,9747604,2024-06-18,2024-08-07,auto,800000,12.184505
8718965530463553,1,0,24,F,RS009,K29.7,45.16,2,2,2,9838091,2024-03-13,2024-08-08,manual,1700000,5.787112352941176
0724533424632290,0,0,56,F,RS002,Z34.0,73.0,3,4,3,6632024,2024-03-13,2024-08-08,auto,800000,8.29003
8192619147946310,1,1,63,F,RS001,K29.7,45.16,2,3,0,3679205,2024-04-18,2024-08-08,auto,1700000,2.1642382352941176
8113811072458469,0,1,44,M,RS002,Z00.0,93.99,3,3,0,6307277,2024-02-12,2024-08-08,manual,700000,9.010395714285714
6907208612896705,1,0,86,F,RS004,K29.7,45.16,3,3,3,1081104,2024-05-03,2024-08-08,manual,1700000,0.6359435294117647
6462214513185217,1,1,14,M,RS002,H25.9,13.5,3,2,0,7015172,2024-07-22,2024-08-08,auto,7500000,0.9353562666666667
